id_candidato;prediccion_raw;cuota_voto_pred;pct_voto_pred;nombre;baseline_likes_pct
cepeda_ivan;0.4874072928695389;0.6739807612465174;67.4;Iván Cepeda Castro;77.62173140414028
delaespriella_abelardo;0.23576957047013025;0.3260192387534826;32.6;Abelardo De la Espriella;22.378268595859733
