id_candidato;red_social;fecha;hora;usuario;texto;url;likes;comentarios;compartidos;vistas;fb_love;fb_haha;fb_care;fb_wow;fb_sad;fb_angry;favoritos
cepeda_ivan;Facebook;2026-06-20;18:03:53;IvanCepedaCastro;"A pocas horas.
Elegimos la vida, el bien común y la dignidad.
Hoy y siempre, por la vida.🫰🏽";https://www.facebook.com/reel/2252547432167470/;244917;14815;22903;1916573;50591;4416;4465;74;83;527;0
cepeda_ivan;Facebook;2026-06-20;16:44:53;IvanCepedaCastro;"Gracias, Yef ñ, por este espacio y por tu disposición para dialogar sobre los temas que realmente nos unen. Seguimos convencidos de que Colombia puede ser un país para todos y todas, construido sobre la base de la justicia social.

#MeLaJuegoPorLaVida";https://www.facebook.com/IvanCepedaCastro/posts/pfbid036Se3tfaxj8AFNn9gCHeirwzjo348djiXJzgbxqPj9G7vN9zAPABRAzuEfX23ndpMl;43477;1453;4459;0;8765;406;515;61;3;18;0
cepeda_ivan;Facebook;2026-06-20;16:00:22;IvanCepedaCastro;"Con el corazón abierto, persisto. Elijo la vida y me mantengo implacable en la búsqueda de la verdad y la paz . No daré un paso atrás #PorLaVida. 🤍🫰🏽

#MeLaJuegoPorLaVida";https://www.facebook.com/reel/1625523708516492/;19498;1080;1868;95323;4173;226;344;4;5;8;0
cepeda_ivan;Facebook;2026-06-20;14:24:19;IvanCepedaCastro;"Somos el Festival de Cine Colombia Migrante y  #NosLaJugamosPorLaVida y tú? 🫰🏽❤️‍🔥

🎬 Somos una plataforma internacional de cine, cultura y memoria que visibiliza las experiencias de migración, exilio, desplazamiento forzado y construcción de paz de las comunidades colombianas y latinoamericanas dentro y fuera de sus territorios.

✨ A través del cine y el arte, construimos memoria colectiva y defendemos los derechos humanos.

#Cine #Memoria #DDHH #eleccionesColombia2026";https://www.facebook.com/reel/3652497174898778/;1085;65;100;5713;216;14;26;0;0;0;0
cepeda_ivan;Facebook;2026-06-20;13:30:57;IvanCepedaCastro;"El fracking es una técnica obsoleta y el mundo ya avanza hacia las energías limpias. Implementarlo en un país biodiverso como Colombia sería una sentencia de muerte para nuestros ecosistemas. 🌿

¡Mañana vota por la vida! 🗳️
#ivánpresidente";https://www.facebook.com/reel/1565898858493568/;40891;1677;5533;183063;6890;993;519;44;57;23;0
cepeda_ivan;Facebook;2026-06-20;12:07:49;IvanCepedaCastro;"𝐌𝐄 𝐋𝐀 𝐉𝐔𝐄𝐆𝐎 𝐏𝐎𝐑 𝐋𝐎𝐒 𝐌𝐎𝐓𝐄𝐑𝐎𝐒. Reconocemos a quienes promueven la cultura vial, la solidaridad y el cuidado de sus comunidades.🫰🏽

El domingo vota decente. #PorLaVida🇨🇴";https://www.facebook.com/IvanCepedaCastro/posts/pfbid02DBHVeqAxwC1gNbDcrYA5Wr9UJLtqnzRoLp3CpMn9eYqAEcvs8WhAeeoEFw4fVmCJl;1333;58;175;0;288;20;21;0;0;0;0
cepeda_ivan;Facebook;2026-06-20;11:30:28;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0iyyQyKQoNNgurydLE12szdsQHxLexUqrhZ3ivxX86E9va9UuTNW9StRXNR1L3Qu1l;691;22;40;0;164;9;15;0;0;0;0
cepeda_ivan;Facebook;2026-06-20;11:20:27;IvanCepedaCastro;"La vivienda es un derecho, no un privilegio. Nuestro proyecto propone una política integral para que las familias colombianas cuenten con un techo digno. 🏠⚖️

#PorLaVida vota decente.";https://www.facebook.com/reel/1280861790793993/;2746;156;310;14148;419;41;43;2;0;3;0
cepeda_ivan;Facebook;2026-06-20;11:07:19;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02G2QnTGLCdYjrL1fK4RwYkH7uTSEnapmYK8j3DyTa5yk7rxV8UhF6Lmbtwmh6vi3jl;2356;108;621;0;546;15;64;3;6;3;0
cepeda_ivan;Facebook;2026-06-20;11:00:38;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid031HWjpo1MmDjvhytBZyS8JR5DBbiHeukWd7BCwZVdmuCfxVtyXu5xjwsh73ceX3ijl;1060;34;105;0;288;7;28;2;0;2;0
cepeda_ivan;Facebook;2026-06-20;10:48:05;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02sJTmJFHqdojs9nhECSG4ivoNRnoaPT6j6kgikm9NcEQRLMTaVvxCakrs1MdbFaaDl;727;40;53;0;170;8;26;0;0;2;0
cepeda_ivan;Facebook;2026-06-20;09:48:32;IvanCepedaCastro;Agradezco profundamente a KarenSevillano🇨🇴 por este espacio de diálogo. Compartir nuestra visión de país a través de los argumentos e intercambio de ideas es fundamental para construir una Colombia digna para todos y todas.🫰🏽🇨🇴;https://www.facebook.com/reel/1795492575159210/;28181;732;3496;148223;7803;36;428;6;0;2;0
cepeda_ivan;Facebook;2026-06-20;09:12:55;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid029Kx5pNjrRGPX17LUzYuTFtPA1ykMF5bb5KaMw8JZKvK9hbTeq3m5mwKpCWF5UALdl;11712;224;589;0;4318;25;320;0;0;0;0
cepeda_ivan;Facebook;2026-06-20;07:13:54;IvanCepedaCastro;"👀¿Ya se vieron el capítulo de Por la Ventana? 

🏃Los leo en los comentarios. 😉

Me la juego por ustedes y me la juego por la vida. 🫰

#MeLaJuegoPorLaVida #ivancepedapresidente #colombia🇨🇴";https://www.facebook.com/reel/1523252402669517/;87501;1766;6800;428426;22084;641;1371;4;4;7;0
cepeda_ivan;Facebook;2026-06-20;06:08:40;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0rSt6yTYKb3RA7NV4tdXPXiQxcb7GsLu7pdvXENutSbN7t26rvPTkJXQSXFkBHMNQl;689;26;33;0;149;9;14;0;0;1;0
cepeda_ivan;Facebook;2026-06-19;21:57:48;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0wYx7C8GSEgJQdZPo9G9HZGs28itduBTgAC75wap2N2FJecB2rs3rZFaESSGVMcgMl;871;42;39;0;190;11;17;0;0;1;0
cepeda_ivan;Facebook;2026-06-19;21:37:12;IvanCepedaCastro;"Mucho flow para ser censurados 😎🫰 

¡Aquí nos la jugamos por la vida! 🫰 

#MeLaJuegoPorLaVida #ivancepedapresidente #colombia🇨🇴";https://www.facebook.com/reel/1557608732418972/;162155;1443;7992;962028;29349;986;2145;27;13;29;0
cepeda_ivan;Facebook;2026-06-19;20:45:02;IvanCepedaCastro;Seguiremos sembrando el cambio para mejorar las condiciones de las mujeres que trabajan en los cultivos de flores.;https://www.facebook.com/reel/4499919723607841/;18380;950;1153;74064;2732;111;292;5;1;10;0
cepeda_ivan;Facebook;2026-06-19;20:33:00;IvanCepedaCastro;"Colombia es una tierra prodigiosa que merece vivir en paz. Es hora de mirarnos a los ojos, reconocernos en nuestra grandeza. 🇨🇴✨
¡Colombia, siempre Colombia! 🫰🏽
Este 21 de junio, vota con conciencia, vota decente. 🗳️
#PorLaVida";https://www.facebook.com/reel/1034896632432260/;19374;462;2504;87577;3976;111;235;3;3;10;0
cepeda_ivan;Facebook;2026-06-19;20:01:02;IvanCepedaCastro;¡Gracias Pambelé por tu respaldo! Este 21 de junio triunfa la vida. #MeLaJuegoPorLaVida 🫰🏽🇨🇴;https://www.facebook.com/reel/1744711683643632/;25504;650;2685;100053;4229;66;328;7;2;3;0
cepeda_ivan;Facebook;2026-06-19;19:30:56;IvanCepedaCastro;"Reconocemos a quienes promueven la cultura vial, la solidaridad y el cuidado de sus comunidades.
ME LA JUEGO POR LOS MOTEROS.🫰🏽🇨🇴🏍️

Este 21 de junio vota decente.";https://www.facebook.com/IvanCepedaCastro/posts/pfbid03Y8XAPq37kcVbkfSDPgSmyGn27csdkvfZ9s13NvSSgq8AYpPw7iHwQLBwvCKp1Bal;8157;241;892;0;1939;101;118;2;1;1;0
cepeda_ivan;Facebook;2026-06-19;17:44:02;IvanCepedaCastro;"🗳️Jóvenes de Colombia, con ustedes lograremos la victoria este 21 de junio. 🇨🇴

¡Me la juego por los jóvenes, me la juego por la vida! 🫰

##MeLaJuegoPorLaVida #ivancepedapresidente #colombia🇨🇴 #parati ivancepeda";https://www.facebook.com/reel/972106078985853/;24474;913;1901;66085;4264;416;360;2;6;20;0
cepeda_ivan;Facebook;2026-06-19;17:13:01;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02vVuEjcUFr74VmRaiKBNoBdoqueev7bcE4WyruoYZVdDS1iMYqkbKD22dsuf4uGhHl;793;44;46;0;187;13;22;0;0;0;0
cepeda_ivan;Facebook;2026-06-19;16:57:12;IvanCepedaCastro;🔴#ENVIVO: DECLARACIÓN A MEDIOS DE COMUNICACIÓN;https://www.facebook.com/IvanCepedaCastro/videos/1440792631146258/;15896;2399;1559;128463;4071;60;223;2;1;2;0
cepeda_ivan;Facebook;2026-06-19;16:23:09;IvanCepedaCastro;"¡JUGUÉMONOSLA JUNTAS!
Por una vida libre de violencias.
Por trabajo digno.
Por autonomía económica.

Este domingo vota por la mujeres vota #PorLaVida🫰🏽💟💜";https://www.facebook.com/IvanCepedaCastro/posts/pfbid02Zn5dpPL5NdsfGrCG3ocrjGuDe1n9Lk6pvoGWdaXXdwxEbs5RmTCHwQNZeuAWQJRl;3456;185;545;0;844;85;60;0;0;3;0
cepeda_ivan;Facebook;2026-06-19;15:56:38;IvanCepedaCastro;"Mi pequeño cóndor, 
mi planeta recién nacido, 
mi primer sistema solar, 
mi espada plena de rocío, 
no ululará la Sombra Grande 
ni los Concéntricos Abismos 
sino que en los ríos irás hacia 
el Mar Nuevo, amanecido, 
pez diademado por la aurora, 
victorioso niño surgido🫰🏽🇨🇴";https://www.facebook.com/reel/975654318674756/;39303;2064;2939;179942;9146;1042;793;7;20;12;0
cepeda_ivan;Facebook;2026-06-19;15:00:01;IvanCepedaCastro;🔴#ENVIVO: ENCUENTRO DE ADHESIÓN DE LÍDERES CRISTIANOS;https://www.facebook.com/IvanCepedaCastro/videos/1556539582700745/;31723;10510;6207;215451;8595;405;515;36;7;22;0
cepeda_ivan;Facebook;2026-06-19;14:00:33;IvanCepedaCastro;"Gracias por sus mensajitos, yo también los amo mucho. Este sueño es de todas y todos.🫰🏽🇨🇴

¡Vamos por la vida! 

#cepedapresidente
#MeLaJuegoPorLaVida";https://www.facebook.com/reel/1250506573677141/;20137;669;893;85038;4202;153;390;1;3;5;0
cepeda_ivan;Facebook;2026-06-19;11:42:14;IvanCepedaCastro;"👉 Esta es mi respuesta a Yef quien me ha hecho una invitación y la posibilidad de tener un diálogo. 

#MeLaJuegoPorLaVida #ivancepedapresidente #yerfersoncossio";https://www.facebook.com/reel/1031379786248090/;226242;7024;15186;1446636;40454;3251;2140;178;8;65;0
cepeda_ivan;Facebook;2026-06-19;08:55:30;IvanCepedaCastro;"SOBRE VINCULACIÓN FORMAL Y LLAMADO A INDAGATORIA DE URIBE

Bogotá D. C., 19 de junio de 2026.- En calidad de actor popular y apoderados en el proceso que la Fiscalía Tercera Delegada ante la Corte Suprema de Justicia adelanta en contra del expresidente de la República Álvaro Uribe Vélez, nos permitimos informar a la opinión pública lo siguiente: 
 
1.- El día de hoy, hemos sido notificados del auto de apertura de investigación formal en contra de Uribe Vélez, por el cual el ente fiscal ordenó su vinculación formal mediante indagatoria, por los presuntos delitos de concierto para delinquir agravado y homicidios en persona protegida, y por presuntamente facilitar y promover el accionar de un grupo armado ilegal, que habría tenido por base la hacienda Guacharacas. 
 
2.- Con ocasión de la denuncia que el 11 de abril de 2012, Iván Cepeda Castro presentó ante la Fiscalía General de la Nación, en contra de Álvaro y Santiago Uribe Vélez, Juan Guillermo Villegas y Santiago Gallón Henao por su presunta participación en la conformación del Bloque Metro de las Autodefensas Unidas de Colombia, el ente investigador reaperturó la investigación contra el ex mandatario, y reconoció a Cepeda Castro como actor popular.";https://www.facebook.com/IvanCepedaCastro/posts/pfbid02TqvVkeSdqz4tuQ56bpq4CNGGJnLJRRuxx5KfkWPn3xjNxq6fRmkKb2FQ6K9W9PkNl;15858;748;1751;0;3446;346;207;11;2;7;0
cepeda_ivan;Facebook;2026-06-19;08:26:42;IvanCepedaCastro;"Es mucho lo que nos une con Claudia López 👍, el compromiso superior de proteger a Colombia, garantizando derechos, libertades y reformas sociales. 🇨🇴
Vamos a hacer brillar los principios de la democracia el próximo domingo.🫰🏽

#MeLaJuegoPorLaVida";https://www.facebook.com/reel/984526344491228/;4378;169;284;32583;693;60;65;0;1;4;0
cepeda_ivan;Facebook;2026-06-18;19:15:03;IvanCepedaCastro;"Les invito a votar por la vida, la paz y los derechos. Mi compromiso es con la justicia social y la defensa de las libertades. ¡Me la juego por la vida! 

Vota decente.🫰🏽🇨🇴";https://www.facebook.com/reel/2179818549443840/;85480;3027;7938;273675;15945;766;1337;11;14;37;0
cepeda_ivan;Facebook;2026-06-18;17:22:03;IvanCepedaCastro;"¡Jóvenes estudiantes en el extranjero! 🌎✈️
Las y los invito a votar este 21 de junio #PorLaVida en todas sus formas, por la dignidad y por la justicia social. 

¡Juégatela por la vida y vota decente! 🫰🏽";https://www.facebook.com/reel/27470333882586904/;52982;1743;2974;143104;5530;462;619;5;10;24;0
cepeda_ivan;Facebook;2026-06-18;16:57:42;IvanCepedaCastro;🔴#ENVIVO: El Boletín del Gomelo - Iván Cepeda;https://www.facebook.com/IvanCepedaCastro/videos/1452647759951386/;44266;26642;8314;349722;16026;425;642;15;6;28;0
cepeda_ivan;Facebook;2026-06-18;16:03:54;IvanCepedaCastro;"🗳️Convence a una persona, si puedes, convence a más, juntos llegaremos a la victoria. 🫰

#MeLaJuegoPorLaVida #ivancepedapresidente #elecciones2026 #ivancepeda";https://www.facebook.com/reel/1306929128177302/;309511;17241;13138;1190959;49341;11228;4627;48;63;252;0
cepeda_ivan;Facebook;2026-06-18;15:57:27;IvanCepedaCastro;Las mujeres de la clase trabajadora se la juegan por la vida. ¡Es por ellas que vamos a ganar!🫰🏻;https://www.facebook.com/reel/1659706525310336/;425571;12715;33376;2461561;92808;3121;7227;74;156;120;0
cepeda_ivan;Facebook;2026-06-18;15:13:09;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02tVGKuAQxM6qod6QhTK44BzQMMHXgcEUZ7eFLGSBifLzirHagcQc3XKrKeM91PEaTl;667;29;24;0;153;5;19;0;0;1;0
cepeda_ivan;Facebook;2026-06-18;15:13:03;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02tHoDGeXX2mA2xyz83MmTsCbXUKLDbZx4tCDuPMsyU8xpzRtayRxFmBbCCz3wdVgxl;1197;34;289;0;204;10;20;0;0;0;0
cepeda_ivan;Facebook;2026-06-18;13:56:10;IvanCepedaCastro;"Este partido lo ganamos con decencia, valentía y la convicción de que un país mejor es posible. ¡Me la juego por nuestra pueblo, por el futuro de Colombia!🫰🏽

Este 21 de junio, votamos #PorLaVida. 🇨🇴";https://www.facebook.com/reel/1330385729064328/;3989;198;543;17194;957;50;96;0;0;2;0
cepeda_ivan;Facebook;2026-06-18;13:28:17;IvanCepedaCastro;"🗳️ Este 21 de junio los invito a ejercer su voto de manera libre y consciente. 

Vota decente, vota por Aida Quilcué e Iván Cepeda. 🫰 

#ivancepedapresidente #elecciones2026 #MeLaJuegoPorLaVida #parati #ivancepeda";https://www.facebook.com/reel/1702080237460886/;77374;3668;8200;235191;9929;953;1028;6;8;46;0
cepeda_ivan;Facebook;2026-06-18;12:02:53;IvanCepedaCastro;🔴#ENVIVO: IVÁN CEPEDA EN CARACOL NOTICIAS;https://www.facebook.com/IvanCepedaCastro/videos/1803111760660809/;74960;53362;17965;765339;23262;367;1199;12;6;30;0
cepeda_ivan;Facebook;2026-06-18;11:42:24;IvanCepedaCastro;ENCUENTRO DE IVÁN CEPEDA CON LAS MADRES COMUNITARIAS DE COLOMBIA.;https://www.facebook.com/reel/1701482700889811/;27858;2818;3411;145465;5645;280;486;4;6;11;0
cepeda_ivan;Facebook;2026-06-18;10:40:41;IvanCepedaCastro;"El 21 de junio, nuestro voto es por los derechos humanos y la protección de la institucionalidad. Gracias Claudia López 👍 y al movimiento Movimiento Imparables 🇨🇴💛💜👍 por defender la democracia y la decencia desde la independencia. 🫰🏽🇨🇴

#ivancepedapresidente #ivánnosune #melajuegoporlavida🫰🏻";https://www.facebook.com/reel/2457399158116184/;2283;140;287;15503;315;39;29;2;0;1;0
cepeda_ivan;Facebook;2026-06-18;10:13:26;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0nYVLRKyX5Weg7eTrg6U1cJVtAKB1kmGDkxtid2UmzY8XEQwvTU68UiA9jiGCzkbtl;866;35;63;0;195;13;17;0;0;0;0
cepeda_ivan;Facebook;2026-06-18;09:38:56;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid022BHBJr1bQBwJVumepG2sFxqmzfCUw9oTSWDf1Vb8VanAJJGGdyGBCwTTPJzhqiEGl;536;20;29;0;121;10;16;0;0;0;0
cepeda_ivan;Facebook;2026-06-18;08:43:44;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0wJkdzYWdiAk93XZcZH3McCsaJpP4FsPLpSeVm79o8EigsNc51yGGnthGZBdpr1CJl;1362;91;249;0;220;16;19;1;0;2;0
cepeda_ivan;Facebook;2026-06-18;08:13:24;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02HVbT3M2Qm4i3feocY4nCfTzRkAH5x2RCLcbKVXB1DTD75MLcK1YGPAaVYGtTzgnXl;2189;91;808;0;317;15;29;0;0;5;0
cepeda_ivan;Facebook;2026-06-18;08:00:21;IvanCepedaCastro;"☺️ Les propongo un sueño para nuestra Colombia. 🇨🇴 

Me la juego por la vida. 🫰 

#ivancepedapresidente #MeLaJuegoPorLaVida #elecciones2026 #parati #ivancepeda";https://www.facebook.com/reel/1557905812704265/;10226;704;928;40868;1945;139;143;1;3;6;0
cepeda_ivan;Facebook;2026-06-17;20:34:20;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02PpsKQvCUsJTsM1MNpEHme3GioJLYUkiNXyc3cudRp3rgVmxNZZBfz6ejZv8kFZool;792;46;29;0;125;49;11;0;1;1;0
cepeda_ivan;Facebook;2026-06-17;20:34:07;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0qGBvdDTBUwT64QZ4uBB9y8m5ZHUeRRvY3xFma5JRKv7UUyNMa3XSbLadk7z22Vuxl;1018;27;28;0;202;28;16;0;0;1;0
cepeda_ivan;Facebook;2026-06-17;19:03:08;IvanCepedaCastro;"Atención, Colombia: El 21 de junio tenemos una cita con la historia. 🇨🇴
Vamos por la victoria, vamos por la vida. ¡Vota decente, vota por el país que soñamos! 🗳️✊";https://www.facebook.com/reel/1584934419731810/;5509;370;903;23296;1093;119;95;1;2;3;0
cepeda_ivan;Facebook;2026-06-17;18:16:02;IvanCepedaCastro;🔴#ENVIVO: STREAMING IVÁN CEPEDA EN RCN;https://www.facebook.com/IvanCepedaCastro/videos/1017674987456710/;39372;39889;6844;255375;14665;392;607;15;6;35;0
cepeda_ivan;Facebook;2026-06-17;17:10:04;IvanCepedaCastro;"L𝐚 𝐝𝐢𝐟𝐞𝐫𝐞𝐧𝐜𝐢𝐚 𝐞𝐬 𝐜𝐥𝐚𝐫𝐚 𝐯𝐨𝐭𝐚 𝐝𝐞𝐜𝐞𝐧𝐭𝐞. 
𝐯𝐨𝐭𝐚 #PorLaVida E𝐥 𝟐𝟏 𝐝𝐞 𝐣𝐮𝐧𝐢𝐨🫰🏽🇨🇴";https://www.facebook.com/IvanCepedaCastro/posts/pfbid02n4K4BpMW8JR9eCWEd62ELTPmrjLB91xNNyAUPb7dsUrsz5QRyaNDf6eqKHcKEC5ul;55676;3846;8338;0;17195;6061;988;14;16;34;0
cepeda_ivan;Facebook;2026-06-17;16:43:42;IvanCepedaCastro;"Sumamos fuerzas porque lo que está en juego este 21 de junio es la vida. Juégatela con nosotros. 🇨🇴🫰🏽
¡Soy Iván Cepeda y me juego por la vida!
#MeLaJuegoPorLaVida";https://www.facebook.com/reel/1024897743391881/;13465;758;939;44464;2616;452;203;6;2;22;0
cepeda_ivan;Facebook;2026-06-17;16:43:39;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0KgVqL4vgxMyHa6b9Sd5R2a3fjSyeh62urxwEZgkUrsADYV9gfSPanzwAcM8Mefqzl;466;10;25;0;96;5;7;0;0;0;0
cepeda_ivan;Facebook;2026-06-17;16:43:02;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02mGZ4E8m2yqGfdfm524Nd5wYFavc4KU2GNdZa6NwoegSakBR1keZC9TTWnGiY8gXPl;786;20;42;0;149;6;15;0;0;1;0
cepeda_ivan;Facebook;2026-06-17;16:42:58;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid023Uk6ptXruQi1DEUdGyZxrCsF34yQAHq3k6HcYFWiXnMbFcuJKsAQacfGvjSuDJ5Vl;2339;94;92;0;592;14;45;0;0;1;0
cepeda_ivan;Facebook;2026-06-17;16:42:49;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0sWNFVZTSG6khZiTZdss4SHAJyrAtjscXV4nbhkCf7sV6by5tXHwmufd1jtjfusunl;873;26;33;0;199;4;15;0;0;1;0
cepeda_ivan;Facebook;2026-06-17;16:42:42;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02wMUxXd7wKzBxm2x1sphJMTUoDgqHxSjr8z4qFrbiNF8PS3yNpSBNKUD4H7bm74cDl;1228;24;57;0;241;3;23;0;0;0;0
cepeda_ivan;Facebook;2026-06-17;15:14:33;IvanCepedaCastro;"🫰🏽𝐋𝐨𝐬 𝟕 𝐏𝐫𝐨𝐠𝐫𝐚𝐦𝐚𝐬 𝐩𝐚𝐫𝐚 𝐞𝐥 𝐁𝐢𝐞𝐧𝐞𝐬𝐭𝐚𝐫 𝐒𝐨𝐜𝐢𝐚𝐥 son la garantía de que nadie se quede atrás y de que la dignidad llegue a cada hogar colombiano.

✨ Este 21 de junio: ¡Gana la vida, gana la dignidad!

𝐷𝑒𝑠𝑙𝑖𝑧𝑎 𝑦 𝑐𝑜𝑛𝑜𝑐𝑒 𝑎 𝑑𝑒𝑡𝑎𝑙𝑙𝑒 𝑐𝑎𝑑𝑎 𝑝𝑟𝑜𝑔𝑟𝑎𝑚𝑎. ➡️";https://www.facebook.com/IvanCepedaCastro/posts/pfbid02Nn3BC2p1mJtmAJvRrHJ8UeydWxK7jg6s3Y8ZwRFaE6TbdNaUBb3XR6b7GtXwxMLYl;10179;351;2893;0;2618;208;151;1;1;3;0
cepeda_ivan;Facebook;2026-06-17;14:52:15;IvanCepedaCastro;"🗳️Votemos masivamente este 21 de junio contra el autoritarismo violento. ✊
 
¡Imparables por la vida, venceremos! 🫰

#MeLaJuegoPorLaVida #ivancepedapresidente #elecciones2026 #ivancepeda";https://www.facebook.com/reel/1587359843394970/;121513;2019;4467;560295;20052;2221;1379;30;15;46;0
cepeda_ivan;Facebook;2026-06-17;14:04:58;IvanCepedaCastro;"Mi reconocimiento a Claudia López 👍 y al movimiento de Movimiento Imparables 🇨🇴💛💜👍 por su compromiso inquebrantable con la democracia. Gracias por alzar la voz con independencia y por proteger los principios que sostienen nuestro Estado Social de Derecho. 🫰🏽✊🏾🇨🇴

¡#PorLaVida el 21 de junio gana el progresismo!";https://www.facebook.com/reel/1628422904931588/;34106;1404;2778;117254;7646;418;529;5;4;22;0
cepeda_ivan;Facebook;2026-06-17;12:33:50;IvanCepedaCastro;"Gracias a Más Madrid y a sus integrantes, Mónica García, Manuela Bergerot y Rita Maestre por su apoyo con la profundización de los derechos y la democracia en Colombia. 🇨🇴🇪🇸
El próximo 21 de junio, las y los colombianos en España votan #PorLaVida.";https://www.facebook.com/reel/1013853597673116/;3113;147;414;14594;462;15;40;0;0;1;0
cepeda_ivan;Facebook;2026-06-17;11:31:52;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02PnMdcFqfWjy3e8G6zsKf7rNcHn6fLqm2eSAYF33zzYDLLiGnYqG9pLJGLgeU29txl;522;28;41;0;105;3;8;0;0;0;0
cepeda_ivan;Facebook;2026-06-17;11:19:25;IvanCepedaCastro;🔴#ENVIVO: UN VOTO INDEPENDIENTE, NO UNA ADHESIÓN;https://www.facebook.com/IvanCepedaCastro/videos/1568823844959123/;33424;12410;6825;214654;10980;352;506;13;7;11;0
cepeda_ivan;Facebook;2026-06-17;10:11:16;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02GMrJ2aKBirjyVSQviATkXkLuqacGman9y5HGNE25iT1Peyzoe7Bo8GbrUKJtafSfl;491;18;26;0;87;4;8;0;0;0;0
cepeda_ivan;Facebook;2026-06-17;07:33:28;IvanCepedaCastro;"Cuando digo que no voy a hablar mal de nadie pero… 

Aquí nos la jugamos por la vida. 🫰 

#ivancepedapresidente #parati #colombia🇨🇴 #elecciones2026 #MeLaJuegoPorLaVida";https://www.facebook.com/reel/1540255644149458/;18528;898;1387;172350;2394;939;194;6;1;18;0
cepeda_ivan;Facebook;2026-06-17;06:49:15;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid0j3FR2AQwP53ZNL4WVpRmq6MP1oZzLW81ZcfAEHcC6K84bkyBWdHRMmUuYf3SSJ4dl;505;33;40;0;118;6;8;0;0;0;0
cepeda_ivan;Facebook;2026-06-17;06:47:22;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid034F5imx4CPYw2qoSbdrxXzCtjNwqPCMwTpYN4Tw7XKviY5qSVdCa49ee9RK84FCWTl;433;15;23;0;106;5;7;0;2;0;0
cepeda_ivan;Facebook;2026-06-17;06:47:04;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02FS7rFdLy8CrkPN7XMjgVuw3t5TrzHxH6v2HbW3FDtZBSHXubPSCJ54eYJbGSwQCWl;280;6;11;0;51;5;3;0;0;0;0
cepeda_ivan;Facebook;2026-06-17;06:47:00;IvanCepedaCastro;;https://www.facebook.com/reel/1668040384253322/;65042;1946;9004;226560;6529;273;725;8;9;12;0
cepeda_ivan;Facebook;2026-06-17;06:46:37;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02ELbVk3Sq2Hsv9meDxYu54ofjVyMuWEuNWf9QTa5wbWrVroF1cnrMPNY7vf1y5Lql;1122;41;80;0;254;5;16;0;0;0;0
cepeda_ivan;Facebook;2026-06-17;06:44:57;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid037KXnH7HwM3eQtMxNNKdkvoUMqsHa38M1aR9E5N9nqgiQnjEf49nizVpHyBYoGxFMl;2411;117;200;0;233;14;30;7;14;8;0
cepeda_ivan;Facebook;2026-06-16;21:38:01;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid02h3hnYX1DjdvLMbf7PAknF2bGjbr5y4u7ZWhAk1Bq8sWucTNJLK3vR4HwqD6xH3Hnl;370;15;16;0;86;2;5;0;0;0;0
cepeda_ivan;Facebook;2026-06-16;21:37:53;IvanCepedaCastro;;https://www.facebook.com/IvanCepedaCastro/posts/pfbid021WwuNwjoPG52iwQhvoCtP7wJzFtgBN6dcd7pHnfBqtnc3WTHzStQRwU5fttaZK7fl;912;27;203;0;146;3;7;0;1;4;0
