id_candidato;nombre;total_likes;pct_likes_dom;signal;pct_voto_pred
cepeda_ivan;Iván Cepeda Castro;17087679;77.62173140414028;0.22944905568006393;60.46
delaespriella_abelardo;Abelardo De la Espriella;4926361;22.378268595859733;-0.02293885900706145;39.54
